Date,Day,In,Out,Extra,Daily profit ,Daily profit + extra,Total profit,Total profit + extra
11/04/2021,0,0,0,0,0,0,0,0
12/04/2021,1,45,0,,45,45,45,45
13/04/2021,2,9.75,0,,9.75,9.75,54.75,54.75
14/04/2021,3,34.21,60,,-25.79,-25.79,28.96,28.96
15/04/2021,4,25,0,,25,25,53.96,53.96
16/04/2021,5,0,0,,0,0,53.96,53.96
17/04/2021,6,0,0,,0,0,53.96,53.96
18/04/2021,7,0,20,,-20,-20,33.96,33.96
19/04/2021,8,0,0,,0,0,33.96,33.96
20/04/2021,9,0,0,,0,0,33.96,33.96
21/04/2021,10,0,0,,0,0,33.96,33.96
22/04/2021,11,0,0,,0,0,33.96,33.96
23/04/2021,12,26.24,0,,26.24,26.24,60.2,60.2
24/04/2021,13,0,0,,0,0,60.2,60.2
25/04/2021,14,0,10,,-10,-10,50.2,50.2
26/04/2021,15,0,0,,0,0,50.2,50.2
27/04/2021,16,10,0,,10,10,60.2,60.2
28/04/2021,17,14.31,0,,14.31,14.31,74.51,74.51
29/04/2021,18,30,0,,30,30,104.51,104.51
30/04/2021,19,0,50,,-50,-50,54.51,54.51
01/05/2021,20,0,0,,0,0,54.51,54.51
02/05/2021,21,0,0,,0,0,54.51,54.51
03/05/2021,22,30,0,,30,30,84.51,84.51
04/05/2021,23,0,0,,0,0,84.51,84.51
05/05/2021,24,0,0,,0,0,84.51,84.51
06/05/2021,25,10,0,,10,10,94.51,94.51
07/05/2021,26,0,6.8,,-6.8,-6.8,87.71,87.71
08/05/2021,27,10,0,,10,10,97.71,97.71
09/05/2021,28,0,0,,0,0,97.71,97.71
10/05/2021,29,15,0,,15,15,112.71,112.71
11/05/2021,30,0,10.89,,-10.89,-10.89,101.82,101.82
12/05/2021,31,0,0,,0,0,101.82,101.82
13/05/2021,32,0,0,,0,0,101.82,101.82
14/05/2021,33,5,0,,5,5,106.82,106.82
15/05/2021,34,0,20,20,-20,0,86.82,106.82
16/05/2021,35,0,0,,0,0,86.82,106.82
17/05/2021,36,0,0,,0,0,86.82,106.82
18/05/2021,37,0,0,,0,0,86.82,106.82
19/05/2021,38,20,0,,20,20,106.82,126.82
20/05/2021,39,0,0,,0,0,106.82,126.82
21/05/2021,40,0,0,,0,0,106.82,126.82
22/05/2021,41,5,0,5.3,5,10.3,111.82,137.12
23/05/2021,42,15,0,,15,15,126.82,152.12
24/05/2021,43,10,0,,10,10,136.82,162.12
25/05/2021,44,0,0,,0,0,136.82,162.12
26/05/2021,45,0,0,,0,0,136.82,162.12
27/05/2021,46,0,0,5.00,0,5,136.82,167.12
28/05/2021,47,9.31,50,,-40.69,-40.69,96.13,126.43
29/05/2021,48,15,0,,15,15,111.13,141.43
30/05/2021,49,15,0,,15,15,126.13,156.43
31/05/2021,50,0,0,,0,0,126.13,156.43
01/06/2021,51,0,0,20.00,0,20,126.13,176.43
02/06/2021,52,0,0,,0,0,126.13,176.43
03/06/2021,53,0,0,,0,0,126.13,176.43
04/06/2021,54,10,0,,10,10,136.13,186.43
05/06/2021,55,0,0,,0,0,136.13,186.43
06/06/2021,56,0,0,,0,0,136.13,186.43
07/06/2021,57,0,50,,-50,-50,86.13,136.43
08/06/2021,58,0,0,,0,0,86.13,136.43
09/06/2021,59,0,0,,0,0,86.13,136.43
10/06/2021,60,0,0,,0,0,86.13,136.43
11/06/2021,61,50,0,20,50,70,136.13,206.43
12/06/2021,62,0,13,15,-13,2,123.13,208.43
13/06/2021,63,0,0,,0,0,123.13,208.43
14/06/2021,64,25,0,2.19,25,27.19,148.13,235.62
15/06/2021,65,40,0,,40,40,188.13,275.62
16/06/2021,66,40,5,,35,35,223.13,310.62
17/06/2021,67,0,6.5,,-6.5,-6.5,216.63,304.12
18/06/2021,68,0,40,,-40,-40,176.63,264.12
19/06/2021,69,0,0,,0,0,176.63,264.12
20/06/2021,70,0,0,,0,0,176.63,264.12
21/06/2021,71,40,0,,40,40,216.63,304.12
22/06/2021,72,20,0,3.01,20,23.01,236.63,327.13
23/06/2021,73,45,0,,45,45,281.63,372.13
24/06/2021,74,20,0,,20,20,301.63,392.13
25/06/2021,75,0,0,,0,0,301.63,392.13
26/06/2021,76,0,0,21,0,21,301.63,413.13
27/06/2021,77,0,30.6,,-30.6,-30.6,271.03,382.53
28/06/2021,78,0,0,,0,0,271.03,382.53
29/06/2021,79,20,0,,20,20,291.03,402.53
30/06/2021,80,20,0,,20,20,311.03,422.53
01/07/2021,81,0,40,,-40,-40,271.03,382.53
02/07/2021,82,0,100,27,-100,-73,171.03,309.53
03/07/2021,83,0,6.5,17,-6.5,10.5,164.53,320.03
04/07/2021,84,0,21.85,,-21.85,-21.85,142.68,298.18
05/07/2021,85,0,0,,0,0,142.68,298.18
06/07/2021,86,0,0,,0,0,142.68,298.18
07/07/2021,87,0,0,,0,0,142.68,298.18
08/07/2021,88,0,0,,0,0,142.68,298.18
09/07/2021,89,0,0,,0,0,142.68,298.18
10/07/2021,90,0,0,,0,0,142.68,298.18
11/07/2021,91,0,0,,0,0,142.68,298.18
12/07/2021,92,0,0,,0,0,142.68,298.18
13/07/2021,93,0,0,,0,0,142.68,298.18
14/07/2021,94,0,0,,0,0,142.68,298.18
15/07/2021,95,0,0,,0,0,142.68,298.18
16/07/2021,96,0,0,,0,0,142.68,298.18
17/07/2021,97,0,0,,0,0,142.68,298.18
18/07/2021,98,0,0,,0,0,142.68,298.18
19/07/2021,99,0,0,,0,0,142.68,298.18
20/07/2021,100,0,0,,0,0,142.68,298.18
21/07/2021,101,0,0,,0,0,142.68,298.18
22/07/2021,102,0,0,,0,0,142.68,298.18
23/07/2021,103,0,0,,0,0,142.68,298.18
24/07/2021,104,0,0,115.39,0,115.39,142.68,413.57
25/07/2021,105,0,0,,0,0,142.68,413.57
26/07/2021,106,10,0,,10,10,152.68,423.57
27/07/2021,107,20,0,,20,20,172.68,443.57
28/07/2021,108,0,0,,0,0,172.68,443.57
29/07/2021,109,0,0,,0,0,172.68,443.57
30/07/2021,110,0,0,15,0,15,172.68,458.57
31/07/2021,111,0,32,,-32,-32,140.68,426.57
01/08/2021,112,0,0,,0,0,140.68,426.57
02/08/2021,113,0,0,,0,0,140.68,426.57
03/08/2021,114,0,0,,0,0,140.68,426.57
04/08/2021,115,0,0,,0,0,140.68,426.57
05/08/2021,116,0,0,,0,0,140.68,426.57
06/08/2021,117,0,0,,0,0,140.68,426.57
07/08/2021,118,0,0,,0,0,140.68,426.57
08/08/2021,119,0,0,,0,0,140.68,426.57
09/08/2021,120,0,0,,0,0,140.68,426.57
10/08/2021,121,0,0,,0,0,140.68,426.57
11/08/2021,122,0,0,,0,0,140.68,426.57
12/08/2021,123,0,0,,0,0,140.68,426.57
13/08/2021,124,0,0,,0,0,140.68,426.57
14/08/2021,125,0,0,,0,0,140.68,426.57
15/08/2021,126,0,0,,0,0,140.68,426.57
16/08/2021,127,0,0,,0,0,140.68,426.57
17/08/2021,128,0,0,,0,0,140.68,426.57
18/08/2021,129,0,0,,0,0,140.68,426.57
19/08/2021,130,0,0,,0,0,140.68,426.57
20/08/2021,131,0,0,,0,0,140.68,426.57
21/08/2021,132,0,0,,0,0,140.68,426.57
22/08/2021,133,0,0,,0,0,140.68,426.57
23/08/2021,134,0,0,,0,0,140.68,426.57
24/08/2021,135,0,0,,0,0,140.68,426.57
25/08/2021,136,0,0,,0,0,140.68,426.57
26/08/2021,137,0,0,,0,0,140.68,426.57
27/08/2021,138,0,0,,0,0,140.68,426.57
28/08/2021,139,0,131.32,,-131.32,-131.32,9.36,295.25
29/08/2021,140,0,0,,0,0,9.36,295.25
30/08/2021,141,0,0,,0,0,9.36,295.25
31/08/2021,142,0,0,,0,0,9.36,295.25
01/09/2021,143,0,77,,-77,-77,-67.64,218.25
02/09/2021,144,20,55,,-35,-35,-102.64,183.25
03/09/2021,145,0,0,100,0,100,-102.64,283.25
04/09/2021,146,0,0,,0,0,-102.64,283.25
05/09/2021,147,0,40,,-40,-40,-142.64,243.25
06/09/2021,148,0,0,,0,0,-142.64,243.25
07/09/2021,149,0,0,,0,0,-142.64,243.25
08/09/2021,150,40,0,5.18,40,45.18,-102.64,288.43
09/09/2021,151,0,0,,0,0,-102.64,288.43
10/09/2021,152,40,0,,40,40,-62.64,328.43
11/09/2021,153,0,5,20,-5,15,-67.64,343.43
12/09/2021,154,0,0,,0,0,-67.64,343.43
13/09/2021,155,0,0,,0,0,-67.64,343.43
14/09/2021,156,30,0,,30,30,-37.64,373.43
15/09/2021,157,0,40,,-40,-40,-77.64,333.43
16/09/2021,158,0,0,,0,0,-77.64,333.43
17/09/2021,159,0,7.8,,-7.8,-7.8,-85.44,325.63
18/09/2021,160,0,0,10,0,10,-85.44,335.63
19/09/2021,161,0,25,,-25,-25,-110.44,310.63
20/09/2021,162,40,0,,40,40,-70.44,350.63
21/09/2021,163,0,0,,0,0,-70.44,350.63
22/09/2021,164,0,0,,0,0,-70.44,350.63
23/09/2021,165,20,0,,20,20,-50.44,370.63
24/09/2021,166,0,40,,-40,-40,-90.44,330.63
25/09/2021,167,0,17,,-17,-17,-107.44,313.63
26/09/2021,168,0,0,,0,0,-107.44,313.63
27/09/2021,169,0,0,,0,0,-107.44,313.63
28/09/2021,170,0,0,10,0,10,-107.44,323.63
29/09/2021,171,0,0,,0,0,-107.44,323.63
30/09/2021,172,0,27.4,,-27.4,-27.4,-134.84,296.23
01/10/2021,173,0,0,20,0,20,-134.84,316.23
02/10/2021,174,0,0,,0,0,-134.84,316.23
03/10/2021,175,19.5,0,15,19.5,34.5,-115.34,350.73
04/10/2021,176,0,40,,-40,-40,-155.34,310.73
05/10/2021,177,0,0,,0,0,-155.34,310.73
06/10/2021,178,0,0,,0,0,-155.34,310.73
07/10/2021,179,0,0,,0,0,-155.34,310.73
08/10/2021,180,0,0,,0,0,-155.34,310.73
09/10/2021,181,0,25.7,,-25.7,-25.7,-181.04,285.03
10/10/2021,182,0,0,,0,0,-181.04,285.03
11/10/2021,183,0,0,,0,0,-181.04,285.03
12/10/2021,184,0,0,,0,0,-181.04,285.03
13/10/2021,185,0,0,,0,0,-181.04,285.03
14/10/2021,186,25,40,,-15,-15,-196.04,270.03
15/10/2021,187,0,0,,0,0,-196.04,270.03
16/10/2021,188,0,0,,0,0,-196.04,270.03
17/10/2021,189,0,0,,0,0,-196.04,270.03
18/10/2021,190,0,0,,0,0,-196.04,270.03
19/10/2021,191,0,0,,0,0,-196.04,270.03
20/10/2021,192,0,0,,0,0,-196.04,270.03
21/10/2021,193,0,0,,0,0,-196.04,270.03
22/10/2021,194,0,0,,0,0,-196.04,270.03
23/10/2021,195,0,0,,0,0,-196.04,270.03
24/10/2021,196,0,0,,0,0,-196.04,270.03
25/10/2021,197,15,0,28.62,15,43.62,-181.04,313.65
26/10/2021,198,0,2.5,,-2.5,-2.5,-183.54,311.15
27/10/2021,199,0,0,,0,0,-183.54,311.15
28/10/2021,200,0,40,,-40,-40,-223.54,271.15
29/10/2021,201,0,0,,0,0,-223.54,271.15
30/10/2021,202,0,0,,0,0,-223.54,271.15
31/10/2021,203,0,0,78.26,0,78.26,-223.54,349.41
01/11/2021,204,0,0,,0,0,-223.54,349.41
02/11/2021,205,0,35,,-35,-35,-258.54,314.41
03/11/2021,206,0,9.34,,-9.34,-9.34,-267.88,305.07
04/11/2021,207,0,0,14.42,0,14.42,-267.88,319.49
05/11/2021,208,0,0,,0,0,-267.88,319.49
06/11/2021,209,0,0,,0,0,-267.88,319.49
07/11/2021,210,0,0,,0,0,-267.88,319.49
08/11/2021,211,0,0,,0,0,-267.88,319.49
09/11/2021,212,0,0,20,0,20,-267.88,339.49
10/11/2021,213,0,0,,0,0,-267.88,339.49
11/11/2021,214,0,40,,-40,-40,-307.88,299.49
12/11/2021,215,70,0,11.4,70,81.4,-237.88,380.89
13/11/2021,216,0,0,,0,0,-237.88,380.89
14/11/2021,217,20,0,,20,20,-217.88,400.89
15/11/2021,218,0,0,,0,0,-217.88,400.89
16/11/2021,219,20,0,,20,20,-197.88,420.89
17/11/2021,220,45,0,,45,45,-152.88,465.89
18/11/2021,221,0,0,,0,0,-152.88,465.89
19/11/2021,222,0,61.36,,-61.36,-61.36,-214.24,404.53
20/11/2021,223,10,0,,10,10,-204.24,414.53
21/11/2021,224,0,0,20,0,20,-204.24,434.53
22/11/2021,225,25,40,,-15,-15,-219.24,419.53
23/11/2021,226,0,20,,-20,-20,-239.24,399.53
24/11/2021,227,0,0,,0,0,-239.24,399.53
25/11/2021,228,10,0,,10,10,-229.24,409.53
26/11/2021,229,0,0,,0,0,-229.24,409.53
27/11/2021,230,35,3.24,,31.76,31.76,-197.48,441.29
28/11/2021,231,0,13,,-13,-13,-210.48,428.29
29/11/2021,232,28.9,0,,28.9,28.9,-181.58,457.19
30/11/2021,233,15,1,,14,14,-167.58,471.19
01/12/2021,234,35,0,,35,35,-132.58,506.19
02/12/2021,235,0,0,,0,0,-132.58,506.19
03/12/2021,236,10,6.5,,3.5,3.5,-129.08,509.69
04/12/2021,237,30,0,,30,30,-99.08,539.69
05/12/2021,238,15,10.8,,4.2,4.2,-94.88,543.89
06/12/2021,239,0,40.14,,-40.14,-40.14,-135.02,503.75
07/12/2021,240,30,0,,30,30,-105.02,533.75
08/12/2021,241,10,0,,10,10,-95.02,543.75
09/12/2021,242,47.5,0,,47.5,47.5,-47.52,591.25
10/12/2021,243,37.5,0,20,37.5,57.5,-10.02,648.75
11/12/2021,244,0,0,,0,0,-10.02,648.75
12/12/2021,245,0,0,,0,0,-10.02,648.75
13/12/2021,246,10,0,,10,10,-0.02,658.75
14/12/2021,247,0,0,,0,0,-0.02,658.75
15/12/2021,248,10,40.25,50,-30.25,19.75,-30.27,678.5
16/12/2021,249,15,2.5,,12.5,12.5,-17.77,691
17/12/2021,250,190,0,,190,190,172.23,881
18/12/2021,251,10,0,,10,10,182.23,891
19/12/2021,252,0,0,,0,0,182.23,891
20/12/2021,253,65,0,,65,65,247.23,956
21/12/2021,254,0,5.46,,-5.46,-5.46,241.77,950.54
22/12/2021,255,40,0,,40,40,281.77,990.54
23/12/2021,256,0,0,,0,0,281.77,990.54
24/12/2021,257,15,40,,-25,-25,256.77,965.54
25/12/2021,258,0,0,,0,0,256.77,965.54
26/12/2021,259,0,0,50,0,50,256.77,1015.54
27/12/2021,260,0,0,,0,0,256.77,1015.54
28/12/2021,261,0,0,,0,0,256.77,1015.54
29/12/2021,262,0,0,,0,0,256.77,1015.54
30/12/2021,263,10,0,,10,10,266.77,1025.54
31/12/2021,264,25,0,,25,25,291.77,1050.54
01/01/2022,265,0,10,,-10,-10,281.77,1040.54
02/01/2022,266,0,12,,-12,-12,269.77,1028.54
03/01/2022,267,0,0,,0,0,269.77,1028.54
04/01/2022,268,20,5.4,,14.6,14.6,284.37,1043.14
05/01/2022,269,10,0,,10,10,294.37,1053.14
06/01/2022,270,0,0,,0,0,294.37,1053.14
07/01/2022,271,0,0,,0,0,294.37,1053.14
08/01/2022,272,10,6.5,20,3.5,23.5,297.87,1076.64
09/01/2022,273,0,47,,-47,-47,250.87,1029.64
10/01/2022,274,0,0,,0,0,250.87,1029.64
11/01/2022,275,0,10,,-10,-10,240.87,1019.64
12/01/2022,276,0,0,,0,0,240.87,1019.64
13/01/2022,277,0,0,,0,0,240.87,1019.64
14/01/2022,278,0,624.2,,-624.2,-624.2,-383.33,395.44
15/01/2022,279,20,0,100,20,120,-363.33,515.44
16/01/2022,280,15,0.26,,14.74,14.74,-348.59,530.18
17/01/2022,281,0,0,,0,0,-348.59,530.18
18/01/2022,282,10,0,12.2,10,22.2,-338.59,552.38
19/01/2022,283,0,33.34,,-33.34,-33.34,-371.93,519.04
20/01/2022,284,0,6.8,,-6.8,-6.8,-378.73,512.24
21/01/2022,285,0,0,,0,0,-378.73,512.24
22/01/2022,286,20,0,,20,20,-358.73,532.24
23/01/2022,287,0,0,,0,0,-358.73,532.24
24/01/2022,288,15,0,,15,15,-343.73,547.24
25/01/2022,289,100,0,,100,100,-243.73,647.24
26/01/2022,290,35,40,,-5,-5,-248.73,642.24
27/01/2022,291,50,1.71,,48.29,48.29,-200.44,690.53
28/01/2022,292,45,3.56,,41.44,41.44,-159,731.97
29/01/2022,293,45,6.5,20,38.5,58.5,-120.5,790.47
30/01/2022,294,0,15,,-15,-15,-135.5,775.47
31/01/2022,295,0,0,,0,0,-135.5,775.47
01/02/2022,296,40,169.99,,-129.99,-129.99,-265.49,645.48
02/02/2022,297,0,0,,0,0,-265.49,645.48
03/02/2022,298,45,50,0.5,-5,-4.5,-270.49,640.98
04/02/2022,299,20,0,,20,20,-250.49,660.98
05/02/2022,300,30,7.99,,22.01,22.01,-228.48,682.99
06/02/2022,301,10,6.3,,3.7,3.7,-224.78,686.69
07/02/2022,302,45,0,,45,45,-179.78,731.69
08/02/2022,303,40,0,,40,40,-139.78,771.69
09/02/2022,304,70,0,,70,70,-69.78,841.69
10/02/2022,305,10,0,,10,10,-59.78,851.69
11/02/2022,306,35,50,,-15,-15,-74.78,836.69
12/02/2022,307,10,21.95,,-11.95,-11.95,-86.73,824.74
13/02/2022,308,10,80,20,-70,-50,-156.73,774.74
14/02/2022,309,55,0,,55,55,-101.73,829.74
15/02/2022,310,10,0,,10,10,-91.73,839.74
16/02/2022,311,115,0,,115,115,23.27,954.74
17/02/2022,312,25,10,,15,15,38.27,969.74
18/02/2022,313,25,0,,25,25,63.27,994.74
19/02/2022,314,15,0,,15,15,78.27,1009.74
20/02/2022,315,45,0,,45,45,123.27,1054.74
21/02/2022,316,5,40,,-35,-35,88.27,1019.74
22/02/2022,317,25,0,,25,25,113.27,1044.74
23/02/2022,318,70,6.74,,63.26,63.26,176.53,1108
24/02/2022,319,55,7.9,,47.1,47.1,223.63,1155.1
25/02/2022,320,25,10.99,12.75,14.01,26.76,237.64,1181.86
26/02/2022,321,15,0,,15,15,252.64,1196.86
27/02/2022,322,15,0,,15,15,267.64,1211.86
28/02/2022,323,0,0,,0,0,267.64,1211.86
01/03/2022,324,265,0,,265,265,532.64,1476.86
02/03/2022,325,0,40,,-40,-40,492.64,1436.86
03/03/2022,326,15,0,,15,15,507.64,1451.86
04/03/2022,327,0,24.28,10.66,-24.28,-13.62,483.36,1438.24
05/03/2022,328,15,0,,15,15,498.36,1453.24
06/03/2022,329,25,0,,25,25,523.36,1478.24
07/03/2022,330,45,0,,45,45,568.36,1523.24
08/03/2022,331,49.96,0,,49.96,49.96,618.32,1573.2
09/03/2022,332,10,0,,10,10,628.32,1583.2
10/03/2022,333,35,40,,-5,-5,623.32,1578.2
11/03/2022,334,5,6.5,,-1.5,-1.5,621.82,1576.7
12/03/2022,335,20,0,,20,20,641.82,1596.7
13/03/2022,336,20,0,,20,20,661.82,1616.7
14/03/2022,337,40,0,,40,40,701.82,1656.7
15/03/2022,338,0,0,,0,0,701.82,1656.7
16/03/2022,339,0,0,,0,0,701.82,1656.7
17/03/2022,340,15,40,,-25,-25,676.82,1631.7
18/03/2022,341,0,1,,-1,-1,675.82,1630.7
19/03/2022,342,10,11.5,,-1.5,-1.5,674.32,1629.2
20/03/2022,343,15,0,,15,15,689.32,1644.2
21/03/2022,344,0,0,,0,0,689.32,1644.2
22/03/2022,345,0,0,,0,0,689.32,1644.2
23/03/2022,346,0,0,,0,0,689.32,1644.2
24/03/2022,347,25,0,,25,25,714.32,1669.2
25/03/2022,348,40,0,,40,40,754.32,1709.2
26/03/2022,349,15,0,,15,15,769.32,1724.2
27/03/2022,350,20,0,,20,20,789.32,1744.2
28/03/2022,351,0,41,,-41,-41,748.32,1703.2
29/03/2022,352,50,0,,50,50,798.32,1753.2
30/03/2022,353,25,0,,25,25,823.32,1778.2
31/03/2022,354,40,0,,40,40,863.32,1818.2
01/04/2022,355,0,0,,0,0,863.32,1818.2
02/04/2022,356,15,0,,15,15,878.32,1833.2
03/04/2022,357,15,0,,15,15,893.32,1848.2
04/04/2022,358,20,16.29,,3.71,3.71,897.03,1851.91
05/04/2022,359,10,0,,10,10,907.03,1861.91
06/04/2022,360,18.97,40,,-21.03,-21.03,886,1840.88
07/04/2022,361,15,0,,15,15,901,1855.88
08/04/2022,362,25,0,,25,25,926,1880.88
09/04/2022,363,15,16,,-1,-1,925,1879.88
10/04/2022,364,45,0,,45,45,970,1924.88
11/04/2022,365,15,0,,15,15,985,1939.88
12/04/2022,366,40,0,,40,40,1025,1979.88
13/04/2022,367,20,0,,20,20,1045,1999.88
14/04/2022,368,10,0,,10,10,1055,2009.88
15/04/2022,369,25,37.93,,-12.93,-12.93,1042.07,1996.95
16/04/2022,370,20,0,,20,20,1062.07,2016.95
17/04/2022,371,15,0,1.1,15,16.1,1077.07,2033.05
18/04/2022,372,0,0,,0,0,1077.07,2033.05
19/04/2022,373,30,0,,30,30,1107.07,2063.05
20/04/2022,374,0,46.5,,-46.5,-46.5,1060.57,2016.55
21/04/2022,375,25,0,,25,25,1085.57,2041.55
22/04/2022,376,10,0,,10,10,1095.57,2051.55
23/04/2022,377,15,0,,15,15,1110.57,2066.55
24/04/2022,378,10,0,,10,10,1120.57,2076.55
25/04/2022,379,49.5,0,,49.5,49.5,1170.07,2126.05
26/04/2022,380,40,0,,40,40,1210.07,2166.05
27/04/2022,381,10,0,,10,10,1220.07,2176.05
28/04/2022,382,20,0,,20,20,1240.07,2196.05
29/04/2022,383,30,40,,-10,-10,1230.07,2186.05
30/04/2022,384,40,0,,40,40,1270.07,2226.05
01/05/2022,385,15,0,,15,15,1285.07,2241.05
02/05/2022,386,79.5,1.49,,78.01,78.01,1363.08,2319.06
03/05/2022,387,50,10,,40,40,1403.08,2359.06
04/05/2022,388,30,709.99,,-679.99,-679.99,723.09,1679.07
05/05/2022,389,25,0,,25,25,748.09,1704.07
06/05/2022,390,5,42.6,,-37.6,-37.6,710.49,1666.47
07/05/2022,391,15,35.54,,-20.54,-20.54,689.95,1645.93
08/05/2022,392,15,0,20,15,35,704.95,1680.93
09/05/2022,393,50,0,,50,50,754.95,1730.93
10/05/2022,394,9.5,6.5,,3,3,757.95,1733.93
11/05/2022,395,30,0,,30,30,787.95,1763.93
12/05/2022,396,25,0,,25,25,812.95,1788.93
13/05/2022,397,25,0,,25,25,837.95,1813.93
14/05/2022,398,25,40,,-15,-15,822.95,1798.93
15/05/2022,399,25,0,,25,25,847.95,1823.93
16/05/2022,400,10,0,,10,10,857.95,1833.93
17/05/2022,401,35,0,,35,35,892.95,1868.93
18/05/2022,402,15.11,0,,15.11,15.11,908.06,1884.04
19/05/2022,403,15,16.97,,-1.97,-1.97,906.09,1882.07
20/05/2022,404,15,14.41,,0.59,0.59,906.68,1882.66
21/05/2022,405,15,65.5,,-50.5,-50.5,856.18,1832.16
22/05/2022,406,15,0,,15,15,871.18,1847.16
23/05/2022,407,35,0,,35,35,906.18,1882.16
24/05/2022,408,115,0.25,,114.75,114.75,1020.93,1996.91
25/05/2022,409,25,0,,25,25,1045.93,2021.91
26/05/2022,410,50,0,,50,50,1095.93,2071.91
27/05/2022,411,35,0.9,,34.1,34.1,1130.03,2106.01
28/05/2022,412,50,0,,50,50,1180.03,2156.01
29/05/2022,413,0,0,,0,0,1180.03,2156.01
30/05/2022,414,30.28,9.6,,20.68,20.68,1200.71,2176.69
31/05/2022,415,60,70,,-10,-10,1190.71,2166.69
01/06/2022,416,10,0,,10,10,1200.71,2176.69
02/06/2022,417,0,0,,0,0,1200.71,2176.69
03/06/2022,418,10,65,,-55,-55,1145.71,2121.69
04/06/2022,419,0,0,,0,0,1145.71,2121.69
05/06/2022,420,25,0,,25,25,1170.71,2146.69
06/06/2022,421,0,116.99,,-116.99,-116.99,1053.72,2029.7
07/06/2022,422,10,0,,10,10,1063.72,2039.7
08/06/2022,423,0,15,,-15,-15,1048.72,2024.7
09/06/2022,424,0,0,120,0,120,1048.72,2144.7
10/06/2022,425,60,0,,60,60,1108.72,2204.7
11/06/2022,426,10,0,,10,10,1118.72,2214.7
12/06/2022,427,10,0,,10,10,1128.72,2224.7
13/06/2022,428,35,0,,35,35,1163.72,2259.7
14/06/2022,429,50,9.1,,40.9,40.9,1204.62,2300.6
15/06/2022,430,0,0.51,,-0.51,-0.51,1204.11,2300.09
16/06/2022,431,0,0,,0,0,1204.11,2300.09
17/06/2022,432,0,65,,-65,-65,1139.11,2235.09
18/06/2022,433,10,0,,10,10,1149.11,2245.09
19/06/2022,434,0,0,,0,0,1149.11,2245.09
20/06/2022,435,0,0,,0,0,1149.11,2245.09
21/06/2022,436,0,0,,0,0,1149.11,2245.09
22/06/2022,437,50,0,,50,50,1199.11,2295.09
23/06/2022,438,0,0,,0,0,1199.11,2295.09
24/06/2022,439,0,0,,0,0,1199.11,2295.09
25/06/2022,440,0,0,,0,0,1199.11,2295.09
26/06/2022,441,70,5.83,,64.17,64.17,1263.28,2359.26
27/06/2022,442,70.02,0,,70.02,70.02,1333.3,2429.28
28/06/2022,443,0,0,,0,0,1333.3,2429.28
29/06/2022,444,0,65,,-65,-65,1268.3,2364.28
30/06/2022,445,50,0,,50,50,1318.3,2414.28
01/07/2022,446,0,19.99,,-19.99,-19.99,1298.31,2394.29
02/07/2022,447,10.01,7.5,,2.51,2.51,1300.82,2396.8
03/07/2022,448,0,0,,0,0,1300.82,2396.8
04/07/2022,449,70,0,,70,70,1370.82,2466.8
05/07/2022,450,35,0,,35,35,1405.82,2501.8
06/07/2022,451,0,0,,0,0,1405.82,2501.8
07/07/2022,452,105,0,,105,105,1510.82,2606.8
08/07/2022,453,0,0,,0,0,1510.82,2606.8
09/07/2022,454,0,0,,0,0,1510.82,2606.8
10/07/2022,455,70,0,,70,70,1580.82,2676.8
11/07/2022,456,0,67.6,,-67.6,-67.6,1513.22,2609.2
12/07/2022,457,80,0,,80,80,1593.22,2689.2
13/07/2022,458,0,0,,0,0,1593.22,2689.2
14/07/2022,459,10,0,,10,10,1603.22,2699.2
15/07/2022,460,0,30,,-30,-30,1573.22,2669.2
16/07/2022,461,10,0,,10,10,1583.22,2679.2
17/07/2022,462,0,0,,0,0,1583.22,2679.2
18/07/2022,463,10,0,,10,10,1593.22,2689.2
19/07/2022,464,10,0,,10,10,1603.22,2699.2
20/07/2022,465,0,0,,0,0,1603.22,2699.2
21/07/2022,466,0,6.5,,-6.5,-6.5,1596.72,2692.7
22/07/2022,467,10,0,,10,10,1606.72,2702.7
23/07/2022,468,0,0,,0,0,1606.72,2702.7
24/07/2022,469,0,65,20,-65,-45,1541.72,2657.7
25/07/2022,470,0,232.98,,-232.98,-232.98,1308.74,2424.72
26/07/2022,471,0,0,,0,0,1308.74,2424.72
27/07/2022,472,10,62,20,-52,-32,1256.74,2392.72
28/07/2022,473,30,0,,30,30,1286.74,2422.72
29/07/2022,474,0,98.5,20,-98.5,-78.5,1188.24,2344.22
30/07/2022,475,0,17.3,,-17.3,-17.3,1170.94,2326.92
31/07/2022,476,0,33.99,,-33.99,-33.99,1136.95,2292.93
01/08/2022,477,0,0,,0,0,1136.95,2292.93
02/08/2022,478,0,21.84,,-21.84,-21.84,1115.11,2271.09
03/08/2022,479,0,101.39,,-101.39,-101.39,1013.72,2169.7
04/08/2022,480,10,0,,10,10,1023.72,2179.7
05/08/2022,481,0,51.4,,-51.4,-51.4,972.32,2128.3
06/08/2022,482,10,0,,10,10,982.32,2138.3
07/08/2022,483,0,33.2,,-33.2,-33.2,949.12,2105.1
08/08/2022,484,0,6.5,,-6.5,-6.5,942.62,2098.6
09/08/2022,485,0,33.61,,-33.61,-33.61,909.01,2064.99
10/08/2022,486,0,0,,0,0,909.01,2064.99
11/08/2022,487,10,65,,-55,-55,854.01,2009.99
12/08/2022,488,0,32.98,,-32.98,-32.98,821.03,1977.01
13/08/2022,489,0,0,,0,0,821.03,1977.01
