n	Σ(1/n^2)
3217	1.644623267
3218	1.644623363
3219	1.644623460
3220	1.644623556
3221	1.644623652
3222	1.644623749
3223	1.644623845
3224	1.644623941
3225	1.644624037
3226	1.644624133
3227	1.644624230
3228	1.644624325
3229	1.644624421
3230	1.644624517
3231	1.644624613
3232	1.644624709
3233	1.644624804
3234	1.644624900
3235	1.644624996
3236	1.644625091
3237	1.644625187
3238	1.644625282
3239	1.644625377
3240	1.644625472
3241	1.644625568
3242	1.644625663
3243	1.644625758
3244	1.644625853
3245	1.644625948
3246	1.644626043
3247	1.644626138
3248	1.644626232
3249	1.644626327
3250	1.644626422
3251	1.644626516
3252	1.644626611
3253	1.644626706
3254	1.644626800
3255	1.644626894
3256	1.644626989
3257	1.644627083
3258	1.644627177
3259	1.644627271
3260	1.644627365
3261	1.644627459
3262	1.644627553
3263	1.644627647
3264	1.644627741
3265	1.644627835
3266	1.644627929
3267	1.644628022
3268	1.644628116
3269	1.644628210
3270	1.644628303
3271	1.644628397
3272	1.644628490
3273	1.644628583
3274	1.644628677
3275	1.644628770
3276	1.644628863
3277	1.644628956
3278	1.644629049
3279	1.644629142
3280	1.644629235
3281	1.644629328
3282	1.644629421
3283	1.644629514
3284	1.644629607
3285	1.644629699
3286	1.644629792
3287	1.644629884
3288	1.644629977
3289	1.644630069
3290	1.644630162
3291	1.644630254
3292	1.644630346
3293	1.644630438
3294	1.644630531
3295	1.644630623
3296	1.644630715
3297	1.644630807
3298	1.644630899
3299	1.644630991
3300	1.644631082
3301	1.644631174
3302	1.644631266
3303	1.644631358
3304	1.644631449
3305	1.644631541
3306	1.644631632
3307	1.644631724
3308	1.644631815
3309	1.644631906
3310	1.644631998
3311	1.644632089
3312	1.644632180
3313	1.644632271
3314	1.644632362
3315	1.644632453
3316	1.644632544
3317	1.644632635
3318	1.644632726
3319	1.644632817
3320	1.644632907
3321	1.644632998
3322	1.644633089
3323	1.644633179
3324	1.644633270
3325	1.644633360
3326	1.644633451
3327	1.644633541
3328	1.644633631
3329	1.644633721
3330	1.644633812
3331	1.644633902
3332	1.644633992
3333	1.644634082
3334	1.644634172
3335	1.644634262
3336	1.644634352
3337	1.644634441
3338	1.644634531
3339	1.644634621
3340	1.644634710
3341	1.644634800
3342	1.644634890
3343	1.644634979
3344	1.644635068
3345	1.644635158
3346	1.644635247
3347	1.644635336
3348	1.644635426
3349	1.644635515
3350	1.644635604
3351	1.644635693
3352	1.644635782
3353	1.644635871
3354	1.644635960
3355	1.644636049
3356	1.644636137
3357	1.644636226
3358	1.644636315
3359	1.644636404
3360	1.644636492
3361	1.644636581
3362	1.644636669
3363	1.644636758
3364	1.644636846
3365	1.644636934
3366	1.644637022
3367	1.644637111
3368	1.644637199
3369	1.644637287
3370	1.644637375
3371	1.644637463
3372	1.644637551
3373	1.644637639
3374	1.644637727
3375	1.644637814
3376	1.644637902
3377	1.644637990
3378	1.644638078
3379	1.644638165
3380	1.644638253
3381	1.644638340
3382	1.644638428
3383	1.644638515
3384	1.644638602
3385	1.644638690
3386	1.644638777
3387	1.644638864
3388	1.644638951
3389	1.644639038
3390	1.644639125
3391	1.644639212
3392	1.644639299
3393	1.644639386
3394	1.644639473
3395	1.644639559
3396	1.644639646
3397	1.644639733
3398	1.644639819
3399	1.644639906
3400	1.644639992
3401	1.644640079
3402	1.644640165
3403	1.644640252
3404	1.644640338
3405	1.644640424
3406	1.644640510
3407	1.644640597
3408	1.644640683
3409	1.644640769
3410	1.644640855
3411	1.644640941
3412	1.644641027
3413	1.644641112
3414	1.644641198
3415	1.644641284
3416	1.644641370
3417	1.644641455
3418	1.644641541
3419	1.644641626
3420	1.644641712
3421	1.644641797
3422	1.644641883
3423	1.644641968
3424	1.644642053
3425	1.644642139
3426	1.644642224
3427	1.644642309
3428	1.644642394
3429	1.644642479
3430	1.644642564
3431	1.644642649
3432	1.644642734
3433	1.644642819
3434	1.644642904
3435	1.644642988
3436	1.644643073
3437	1.644643158
3438	1.644643242
3439	1.644643327
3440	1.644643411
3441	1.644643496
3442	1.644643580
3443	1.644643665
3444	1.644643749
3445	1.644643833
3446	1.644643917
3447	1.644644002
3448	1.644644086
3449	1.644644170
3450	1.644644254
3451	1.644644338
3452	1.644644422
3453	1.644644506
3454	1.644644589
3455	1.644644673
3456	1.644644757
3457	1.644644841
3458	1.644644924
3459	1.644645008
3460	1.644645091
3461	1.644645175
3462	1.644645258
3463	1.644645342
3464	1.644645425
3465	1.644645508
3466	1.644645591
3467	1.644645675
3468	1.644645758
3469	1.644645841
3470	1.644645924
3471	1.644646007
3472	1.644646090
3473	1.644646173
3474	1.644646256
3475	1.644646338
3476	1.644646421
3477	1.644646504
3478	1.644646587
3479	1.644646669
3480	1.644646752
3481	1.644646834
3482	1.644646917
3483	1.644646999
3484	1.644647082
3485	1.644647164
3486	1.644647246
3487	1.644647328
3488	1.644647411
3489	1.644647493
3490	1.644647575
3491	1.644647657
3492	1.644647739
3493	1.644647821
3494	1.644647903
3495	1.644647985
3496	1.644648067
3497	1.644648148
3498	1.644648230
3499	1.644648312
3500	1.644648393
3501	1.644648475
3502	1.644648557
3503	1.644648638
3504	1.644648719
3505	1.644648801
3506	1.644648882
3507	1.644648964
3508	1.644649045
3509	1.644649126
3510	1.644649207
3511	1.644649288
3512	1.644649369
3513	1.644649450
3514	1.644649531
3515	1.644649612
3516	1.644649693
3517	1.644649774
3518	1.644649855
3519	1.644649936
3520	1.644650016
3521	1.644650097
3522	1.644650178
3523	1.644650258
3524	1.644650339
3525	1.644650419
3526	1.644650500
3527	1.644650580
3528	1.644650660
3529	1.644650741
3530	1.644650821
3531	1.644650901
3532	1.644650981
3533	1.644651061
3534	1.644651141
3535	1.644651221
3536	1.644651301
3537	1.644651381
3538	1.644651461
3539	1.644651541
3540	1.644651621
3541	1.644651701
3542	1.644651780
3543	1.644651860
3544	1.644651940
3545	1.644652019
3546	1.644652099
3547	1.644652178
3548	1.644652258
3549	1.644652337
3550	1.644652416
3551	1.644652496
3552	1.644652575
3553	1.644652654
3554	1.644652733
3555	1.644652812
3556	1.644652892
3557	1.644652971
3558	1.644653050
3559	1.644653129
3560	1.644653207
3561	1.644653286
3562	1.644653365
3563	1.644653444
3564	1.644653523
3565	1.644653601
3566	1.644653680
3567	1.644653759
3568	1.644653837
3569	1.644653916
3570	1.644653994
3571	1.644654072
3572	1.644654151
3573	1.644654229
3574	1.644654307
3575	1.644654386
3576	1.644654464
3577	1.644654542
3578	1.644654620
3579	1.644654698
3580	1.644654776
3581	1.644654854
3582	1.644654932
3583	1.644655010
3584	1.644655088
3585	1.644655166
3586	1.644655243
3587	1.644655321
3588	1.644655399
3589	1.644655477
3590	1.644655554
3591	1.644655632
3592	1.644655709
3593	1.644655787
3594	1.644655864
3595	1.644655941
3596	1.644656019
3597	1.644656096
3598	1.644656173
3599	1.644656250
3600	1.644656328
3601	1.644656405
3602	1.644656482
3603	1.644656559
3604	1.644656636
3605	1.644656713
3606	1.644656790
3607	1.644656867
3608	1.644656943
3609	1.644657020
3610	1.644657097
3611	1.644657174
3612	1.644657250
3613	1.644657327
3614	1.644657403
3615	1.644657480
3616	1.644657556
3617	1.644657633
3618	1.644657709
3619	1.644657786
3620	1.644657862
3621	1.644657938
3622	1.644658014
3623	1.644658091
3624	1.644658167
3625	1.644658243
3626	1.644658319
3627	1.644658395
3628	1.644658471
3629	1.644658547
3630	1.644658623
3631	1.644658699
3632	1.644658774
3633	1.644658850
3634	1.644658926
3635	1.644659002
3636	1.644659077
3637	1.644659153
3638	1.644659228
3639	1.644659304
3640	1.644659379
3641	1.644659455
3642	1.644659530
3643	1.644659605
3644	1.644659681
3645	1.644659756
3646	1.644659831
3647	1.644659906
3648	1.644659982
3649	1.644660057
3650	1.644660132
3651	1.644660207
3652	1.644660282
3653	1.644660357
3654	1.644660432
3655	1.644660506
3656	1.644660581
3657	1.644660656
3658	1.644660731
3659	1.644660805
3660	1.644660880
3661	1.644660955
3662	1.644661029
3663	1.644661104
3664	1.644661178
3665	1.644661253
3666	1.644661327
3667	1.644661402
3668	1.644661476
3669	1.644661550
3670	1.644661624
3671	1.644661699
3672	1.644661773
3673	1.644661847
3674	1.644661921
3675	1.644661995
3676	1.644662069
3677	1.644662143
3678	1.644662217
3679	1.644662291
3680	1.644662365
3681	1.644662438
3682	1.644662512
3683	1.644662586
3684	1.644662660
3685	1.644662733
3686	1.644662807
3687	1.644662880
3688	1.644662954
3689	1.644663027
3690	1.644663101
3691	1.644663174
3692	1.644663248
3693	1.644663321
3694	1.644663394
3695	1.644663467
3696	1.644663541
3697	1.644663614
3698	1.644663687
3699	1.644663760
3700	1.644663833
3701	1.644663906
3702	1.644663979
3703	1.644664052
3704	1.644664125
3705	1.644664198
3706	1.644664271
3707	1.644664343
3708	1.644664416
3709	1.644664489
3710	1.644664561
3711	1.644664634
3712	1.644664707
3713	1.644664779
3714	1.644664852
3715	1.644664924
3716	1.644664996
3717	1.644665069
3718	1.644665141
3719	1.644665214
3720	1.644665286
3721	1.644665358
3722	1.644665430
3723	1.644665502
3724	1.644665574
3725	1.644665647
3726	1.644665719
3727	1.644665791
3728	1.644665862
3729	1.644665934
3730	1.644666006
3731	1.644666078
3732	1.644666150
3733	1.644666222
3734	1.644666293
3735	1.644666365
3736	1.644666437
3737	1.644666508
3738	1.644666580
3739	1.644666651
3740	1.644666723
3741	1.644666794
3742	1.644666866
3743	1.644666937
3744	1.644667008
3745	1.644667080
3746	1.644667151
3747	1.644667222
3748	1.644667293
3749	1.644667365
3750	1.644667436
3751	1.644667507
3752	1.644667578
3753	1.644667649
3754	1.644667720
3755	1.644667791
3756	1.644667862
3757	1.644667932
3758	1.644668003
3759	1.644668074
3760	1.644668145
3761	1.644668215
3762	1.644668286
3763	1.644668357
3764	1.644668427
3765	1.644668498
3766	1.644668568
3767	1.644668639
3768	1.644668709
3769	1.644668780
3770	1.644668850
3771	1.644668920
3772	1.644668991
3773	1.644669061
3774	1.644669131
3775	1.644669201
3776	1.644669271
3777	1.644669342
3778	1.644669412
3779	1.644669482
3780	1.644669552
3781	1.644669622
3782	1.644669691
3783	1.644669761
3784	1.644669831
3785	1.644669901
3786	1.644669971
3787	1.644670040
3788	1.644670110
3789	1.644670180
3790	1.644670249
3791	1.644670319
3792	1.644670389
3793	1.644670458
3794	1.644670528
3795	1.644670597
3796	1.644670666
3797	1.644670736
3798	1.644670805
3799	1.644670874
3800	1.644670944
3801	1.644671013
3802	1.644671082
3803	1.644671151
3804	1.644671220
3805	1.644671289
3806	1.644671358
3807	1.644671427
3808	1.644671496
3809	1.644671565
3810	1.644671634
3811	1.644671703
3812	1.644671772
3813	1.644671841
3814	1.644671909
3815	1.644671978
3816	1.644672047
3817	1.644672115
3818	1.644672184
3819	1.644672252
3820	1.644672321
3821	1.644672389
3822	1.644672458
3823	1.644672526
3824	1.644672595
3825	1.644672663
3826	1.644672731
3827	1.644672800
3828	1.644672868
3829	1.644672936
3830	1.644673004
3831	1.644673072
3832	1.644673141
3833	1.644673209
3834	1.644673277
3835	1.644673345
3836	1.644673413
3837	1.644673481
3838	1.644673548
3839	1.644673616
3840	1.644673684
3841	1.644673752
3842	1.644673820
3843	1.644673887
3844	1.644673955
3845	1.644674023
3846	1.644674090
3847	1.644674158
3848	1.644674225
3849	1.644674293
3850	1.644674360
3851	1.644674428
3852	1.644674495
3853	1.644674563
3854	1.644674630
3855	1.644674697
3856	1.644674764
3857	1.644674832
3858	1.644674899
3859	1.644674966
3860	1.644675033
3861	1.644675100
3862	1.644675167
3863	1.644675234
3864	1.644675301
3865	1.644675368
3866	1.644675435
3867	1.644675502
3868	1.644675569
3869	1.644675636
3870	1.644675702
3871	1.644675769
3872	1.644675836
3873	1.644675902
3874	1.644675969
3875	1.644676036
3876	1.644676102
3877	1.644676169
3878	1.644676235
3879	1.644676302
3880	1.644676368
3881	1.644676434
3882	1.644676501
3883	1.644676567
3884	1.644676633
3885	1.644676700
3886	1.644676766
3887	1.644676832
3888	1.644676898
3889	1.644676964
3890	1.644677030
3891	1.644677097
3892	1.644677163
3893	1.644677229
3894	1.644677294
3895	1.644677360
3896	1.644677426
3897	1.644677492
3898	1.644677558
3899	1.644677624
3900	1.644677689
3901	1.644677755
3902	1.644677821
3903	1.644677886
3904	1.644677952
3905	1.644678018
3906	1.644678083
3907	1.644678149
3908	1.644678214
3909	1.644678280
3910	1.644678345
3911	1.644678410
3912	1.644678476
3913	1.644678541
3914	1.644678606
3915	1.644678672
3916	1.644678737
3917	1.644678802
3918	1.644678867
3919	1.644678932
3920	1.644678997
3921	1.644679062
3922	1.644679127
3923	1.644679192
3924	1.644679257
3925	1.644679322
3926	1.644679387
3927	1.644679452
3928	1.644679517
3929	1.644679582
3930	1.644679646
3931	1.644679711
3932	1.644679776
3933	1.644679840
3934	1.644679905
3935	1.644679970
3936	1.644680034
3937	1.644680099
3938	1.644680163
3939	1.644680228
3940	1.644680292
3941	1.644680356
3942	1.644680421
3943	1.644680485
3944	1.644680549
3945	1.644680614
3946	1.644680678
3947	1.644680742
3948	1.644680806
3949	1.644680870
3950	1.644680934
3951	1.644680998
3952	1.644681062
3953	1.644681126
3954	1.644681190
3955	1.644681254
3956	1.644681318
3957	1.644681382
3958	1.644681446
3959	1.644681510
3960	1.644681573
3961	1.644681637
3962	1.644681701
3963	1.644681765
3964	1.644681828
3965	1.644681892
3966	1.644681955
3967	1.644682019
3968	1.644682082
3969	1.644682146
3970	1.644682209
3971	1.644682273
3972	1.644682336
3973	1.644682400
3974	1.644682463
3975	1.644682526
3976	1.644682589
3977	1.644682653
3978	1.644682716
3979	1.644682779
3980	1.644682842
3981	1.644682905
3982	1.644682968
3983	1.644683031
3984	1.644683094
3985	1.644683157
3986	1.644683220
3987	1.644683283
3988	1.644683346
3989	1.644683409
3990	1.644683472
3991	1.644683534
3992	1.644683597
3993	1.644683660
3994	1.644683723
3995	1.644683785
3996	1.644683848
3997	1.644683911
3998	1.644683973
3999	1.644684036
4000	1.644684098
4001	1.644684161
4002	1.644684223
4003	1.644684285
4004	1.644684348
4005	1.644684410
4006	1.644684472
4007	1.644684535
4008	1.644684597
4009	1.644684659
4010	1.644684721
4011	1.644684784
4012	1.644684846
4013	1.644684908
4014	1.644684970
4015	1.644685032
4016	1.644685094
4017	1.644685156
4018	1.644685218
4019	1.644685280
4020	1.644685342
4021	1.644685403
4022	1.644685465
4023	1.644685527
4024	1.644685589
4025	1.644685651
4026	1.644685712
4027	1.644685774
4028	1.644685835
4029	1.644685897
4030	1.644685959
4031	1.644686020
4032	1.644686082
4033	1.644686143
4034	1.644686205
4035	1.644686266
4036	1.644686327
4037	1.644686389
4038	1.644686450
4039	1.644686511
4040	1.644686573
4041	1.644686634
4042	1.644686695
4043	1.644686756
4044	1.644686817
4045	1.644686879
4046	1.644686940
4047	1.644687001
4048	1.644687062
4049	1.644687123
4050	1.644687184
4051	1.644687245
4052	1.644687306
4053	1.644687366
4054	1.644687427
4055	1.644687488
4056	1.644687549
4057	1.644687610
4058	1.644687670
4059	1.644687731
4060	1.644687792
4061	1.644687852
4062	1.644687913
4063	1.644687974
4064	1.644688034
4065	1.644688095
4066	1.644688155
4067	1.644688216
4068	1.644688276
4069	1.644688336
4070	1.644688397
4071	1.644688457
4072	1.644688517
4073	1.644688578
4074	1.644688638
4075	1.644688698
4076	1.644688758
4077	1.644688819
4078	1.644688879
4079	1.644688939
4080	1.644688999
4081	1.644689059
4082	1.644689119
4083	1.644689179
4084	1.644689239
4085	1.644689299
4086	1.644689359
4087	1.644689419
4088	1.644689478
4089	1.644689538
4090	1.644689598
4091	1.644689658
4092	1.644689717
4093	1.644689777
4094	1.644689837
4095	1.644689896
4096	1.644689956
4097	1.644690016
4098	1.644690075
4099	1.644690135
4100	1.644690194
4101	1.644690254
4102	1.644690313
4103	1.644690372
4104	1.644690432
4105	1.644690491
4106	1.644690550
4107	1.644690610
4108	1.644690669
4109	1.644690728
4110	1.644690787
4111	1.644690847
4112	1.644690906
4113	1.644690965
4114	1.644691024
4115	1.644691083
4116	1.644691142
4117	1.644691201
4118	1.644691260
4119	1.644691319
4120	1.644691378
4121	1.644691437
4122	1.644691496
4123	1.644691554
4124	1.644691613
4125	1.644691672
4126	1.644691731
4127	1.644691789
4128	1.644691848
4129	1.644691907
4130	1.644691965
4131	1.644692024
4132	1.644692083
4133	1.644692141
4134	1.644692200
4135	1.644692258
4136	1.644692317
4137	1.644692375
4138	1.644692433
4139	1.644692492
4140	1.644692550
4141	1.644692608
4142	1.644692667
4143	1.644692725
4144	1.644692783
4145	1.644692841
4146	1.644692900
4147	1.644692958
4148	1.644693016
4149	1.644693074
4150	1.644693132
4151	1.644693190
4152	1.644693248
4153	1.644693306
4154	1.644693364
4155	1.644693422
4156	1.644693480
4157	1.644693538
4158	1.644693596
4159	1.644693653
4160	1.644693711
4161	1.644693769
4162	1.644693827
4163	1.644693884
4164	1.644693942
4165	1.644694000
4166	1.644694057
4167	1.644694115
4168	1.644694172
4169	1.644694230
4170	1.644694287
4171	1.644694345
4172	1.644694402
4173	1.644694460
4174	1.644694517
4175	1.644694575
4176	1.644694632
4177	1.644694689
4178	1.644694747
4179	1.644694804
4180	1.644694861
4181	1.644694918
4182	1.644694975
4183	1.644695033
4184	1.644695090
4185	1.644695147
4186	1.644695204
4187	1.644695261
4188	1.644695318
4189	1.644695375
4190	1.644695432
4191	1.644695489
4192	1.644695546
4193	1.644695603
4194	1.644695659
4195	1.644695716
4196	1.644695773
4197	1.644695830
4198	1.644695887
4199	1.644695943
4200	1.644696000
4201	1.644696057
4202	1.644696113
4203	1.644696170
4204	1.644696226
4205	1.644696283
4206	1.644696340
4207	1.644696396
4208	1.644696452
4209	1.644696509
4210	1.644696565
4211	1.644696622
4212	1.644696678
4213	1.644696734
4214	1.644696791
4215	1.644696847
4216	1.644696903
4217	1.644696960
4218	1.644697016
4219	1.644697072
4220	1.644697128
4221	1.644697184
4222	1.644697240
4223	1.644697296
4224	1.644697352
4225	1.644697408
4226	1.644697464
4227	1.644697520
4228	1.644697576
4229	1.644697632
4230	1.644697688
4231	1.644697744
4232	1.644697800
4233	1.644697856
4234	1.644697911
4235	1.644697967
4236	1.644698023
4237	1.644698079
4238	1.644698134
4239	1.644698190
4240	1.644698246
4241	1.644698301
4242	1.644698357
4243	1.644698412
4244	1.644698468
4245	1.644698523
4246	1.644698579
4247	1.644698634
4248	1.644698690
4249	1.644698745
4250	1.644698800
4251	1.644698856
4252	1.644698911
4253	1.644698966
4254	1.644699022
4255	1.644699077
4256	1.644699132
4257	1.644699187
4258	1.644699242
4259	1.644699298
4260	1.644699353
4261	1.644699408
4262	1.644699463
4263	1.644699518
4264	1.644699573
4265	1.644699628
4266	1.644699683
4267	1.644699738
4268	1.644699793
4269	1.644699847
4270	1.644699902
4271	1.644699957
4272	1.644700012
4273	1.644700067
4274	1.644700121
4275	1.644700176
4276	1.644700231
4277	1.644700285
4278	1.644700340
4279	1.644700395
4280	1.644700449
4281	1.644700504
4282	1.644700558
4283	1.644700613
4284	1.644700667
4285	1.644700722
4286	1.644700776
4287	1.644700831
4288	1.644700885
4289	1.644700939
4290	1.644700994
4291	1.644701048
4292	1.644701102
4293	1.644701157
4294	1.644701211
4295	1.644701265
4296	1.644701319
4297	1.644701373
4298	1.644701428
4299	1.644701482
4300	1.644701536
4301	1.644701590
4302	1.644701644
4303	1.644701698
4304	1.644701752
4305	1.644701806
4306	1.644701860
4307	1.644701914
4308	1.644701968
4309	1.644702021
4310	1.644702075
4311	1.644702129
4312	1.644702183
4313	1.644702237
4314	1.644702290
4315	1.644702344
4316	1.644702398
4317	1.644702451
4318	1.644702505
4319	1.644702559
4320	1.644702612
4321	1.644702666
4322	1.644702719
4323	1.644702773
4324	1.644702826
4325	1.644702880
4326	1.644702933
4327	1.644702987
4328	1.644703040
4329	1.644703093
4330	1.644703147
4331	1.644703200
4332	1.644703253
4333	1.644703306
4334	1.644703360
4335	1.644703413
4336	1.644703466
4337	1.644703519
4338	1.644703572
4339	1.644703626
4340	1.644703679
4341	1.644703732
4342	1.644703785
4343	1.644703838
4344	1.644703891
4345	1.644703944
4346	1.644703997
4347	1.644704050
4348	1.644704102
4349	1.644704155
4350	1.644704208
4351	1.644704261
4352	1.644704314
4353	1.644704367
4354	1.644704419
4355	1.644704472
4356	1.644704525
4357	1.644704577
4358	1.644704630
4359	1.644704683
4360	1.644704735
4361	1.644704788
4362	1.644704840
4363	1.644704893
4364	1.644704946
4365	1.644704998
4366	1.644705050
4367	1.644705103
4368	1.644705155
4369	1.644705208
4370	1.644705260
4371	1.644705312
4372	1.644705365
4373	1.644705417
4374	1.644705469
4375	1.644705522
4376	1.644705574
4377	1.644705626
4378	1.644705678
4379	1.644705730
4380	1.644705782
4381	1.644705835
4382	1.644705887
4383	1.644705939
4384	1.644705991
4385	1.644706043
4386	1.644706095
4387	1.644706147
4388	1.644706199
4389	1.644706250
4390	1.644706302
4391	1.644706354
4392	1.644706406
4393	1.644706458
4394	1.644706510
4395	1.644706561
4396	1.644706613
4397	1.644706665
4398	1.644706717
4399	1.644706768
4400	1.644706820
4401	1.644706872
4402	1.644706923
4403	1.644706975
4404	1.644707026
4405	1.644707078
4406	1.644707129
4407	1.644707181
4408	1.644707232
4409	1.644707284
4410	1.644707335
4411	1.644707387
4412	1.644707438
4413	1.644707489
4414	1.644707541
4415	1.644707592
4416	1.644707643
4417	1.644707694
4418	1.644707746
4419	1.644707797
4420	1.644707848
4421	1.644707899
4422	1.644707950
4423	1.644708002
4424	1.644708053
4425	1.644708104
4426	1.644708155
4427	1.644708206
4428	1.644708257
4429	1.644708308
4430	1.644708359
4431	1.644708410
4432	1.644708461
4433	1.644708511
4434	1.644708562
4435	1.644708613
4436	1.644708664
4437	1.644708715
4438	1.644708766
4439	1.644708816
4440	1.644708867
4441	1.644708918
4442	1.644708968
4443	1.644709019
4444	1.644709070
4445	1.644709120
4446	1.644709171
4447	1.644709221
4448	1.644709272
4449	1.644709322
4450	1.644709373
4451	1.644709423
4452	1.644709474
4453	1.644709524
4454	1.644709575
4455	1.644709625
4456	1.644709676
4457	1.644709726
4458	1.644709776
4459	1.644709826
4460	1.644709877
4461	1.644709927
4462	1.644709977
4463	1.644710027
4464	1.644710078
4465	1.644710128
4466	1.644710178
4467	1.644710228
4468	1.644710278
4469	1.644710328
4470	1.644710378
4471	1.644710428
4472	1.644710478
4473	1.644710528
4474	1.644710578
4475	1.644710628
4476	1.644710678
4477	1.644710728
4478	1.644710778
4479	1.644710828
4480	1.644710877
4481	1.644710927
4482	1.644710977
4483	1.644711027
4484	1.644711077
4485	1.644711126
4486	1.644711176
4487	1.644711226
4488	1.644711275
4489	1.644711325
4490	1.644711374
4491	1.644711424
4492	1.644711474
4493	1.644711523
4494	1.644711573
4495	1.644711622
4496	1.644711672
4497	1.644711721
4498	1.644711771
4499	1.644711820
4500	1.644711869
4501	1.644711919
4502	1.644711968
4503	1.644712017
4504	1.644712067
4505	1.644712116
4506	1.644712165
4507	1.644712214
4508	1.644712264
4509	1.644712313
4510	1.644712362
4511	1.644712411
4512	1.644712460
4513	1.644712509
4514	1.644712558
4515	1.644712607
4516	1.644712656
4517	1.644712705
4518	1.644712754
4519	1.644712803
4520	1.644712852
4521	1.644712901
4522	1.644712950
4523	1.644712999
4524	1.644713048
4525	1.644713097
4526	1.644713146
4527	1.644713194
4528	1.644713243
4529	1.644713292
4530	1.644713341
4531	1.644713389
4532	1.644713438
4533	1.644713487
4534	1.644713535
4535	1.644713584
4536	1.644713633
4537	1.644713681
4538	1.644713730
4539	1.644713778
4540	1.644713827
4541	1.644713875
4542	1.644713924
4543	1.644713972
4544	1.644714021
4545	1.644714069
4546	1.644714117
4547	1.644714166
4548	1.644714214
4549	1.644714262
4550	1.644714311
4551	1.644714359
4552	1.644714407
4553	1.644714456
4554	1.644714504
4555	1.644714552
4556	1.644714600
4557	1.644714648
4558	1.644714696
4559	1.644714745
4560	1.644714793
4561	1.644714841
4562	1.644714889
4563	1.644714937
4564	1.644714985
4565	1.644715033
4566	1.644715081
4567	1.644715129
4568	1.644715177
4569	1.644715225
4570	1.644715272
4571	1.644715320
4572	1.644715368
4573	1.644715416
4574	1.644715464
4575	1.644715511
4576	1.644715559
4577	1.644715607
4578	1.644715655
4579	1.644715702
4580	1.644715750
4581	1.644715798
4582	1.644715845
4583	1.644715893
4584	1.644715941
4585	1.644715988
4586	1.644716036
4587	1.644716083
4588	1.644716131
4589	1.644716178
4590	1.644716226
4591	1.644716273
4592	1.644716321
4593	1.644716368
4594	1.644716415
4595	1.644716463
4596	1.644716510
4597	1.644716557
4598	1.644716605
4599	1.644716652
4600	1.644716699
4601	1.644716746
4602	1.644716794
4603	1.644716841
4604	1.644716888
4605	1.644716935
4606	1.644716982
4607	1.644717029
4608	1.644717077
4609	1.644717124
4610	1.644717171
4611	1.644717218
4612	1.644717265
4613	1.644717312
4614	1.644717359
4615	1.644717406
4616	1.644717453
4617	1.644717499
4618	1.644717546
4619	1.644717593
4620	1.644717640
4621	1.644717687
4622	1.644717734
4623	1.644717780
4624	1.644717827
4625	1.644717874
4626	1.644717921
4627	1.644717967
4628	1.644718014
4629	1.644718061
4630	1.644718107
4631	1.644718154
4632	1.644718201
4633	1.644718247
4634	1.644718294
4635	1.644718340
4636	1.644718387
4637	1.644718433
4638	1.644718480
4639	1.644718526
4640	1.644718573
4641	1.644718619
4642	1.644718666
4643	1.644718712
4644	1.644718758
4645	1.644718805
4646	1.644718851
4647	1.644718897
4648	1.644718944
4649	1.644718990
4650	1.644719036
4651	1.644719082
4652	1.644719129
4653	1.644719175
4654	1.644719221
4655	1.644719267
4656	1.644719313
4657	1.644719359
4658	1.644719405
4659	1.644719452
4660	1.644719498
4661	1.644719544
4662	1.644719590
4663	1.644719636
4664	1.644719682
4665	1.644719728
4666	1.644719773
4667	1.644719819
4668	1.644719865
4669	1.644719911
4670	1.644719957
4671	1.644720003
4672	1.644720049
4673	1.644720094
4674	1.644720140
4675	1.644720186
4676	1.644720232
4677	1.644720277
4678	1.644720323
4679	1.644720369
4680	1.644720414
4681	1.644720460
4682	1.644720506
4683	1.644720551
4684	1.644720597
4685	1.644720642
4686	1.644720688
4687	1.644720734
4688	1.644720779
4689	1.644720824
4690	1.644720870
4691	1.644720915
4692	1.644720961
4693	1.644721006
4694	1.644721052
4695	1.644721097
4696	1.644721142
4697	1.644721188
4698	1.644721233
4699	1.644721278
4700	1.644721324
4701	1.644721369
4702	1.644721414
4703	1.644721459
4704	1.644721504
4705	1.644721550
4706	1.644721595
4707	1.644721640
4708	1.644721685
4709	1.644721730
4710	1.644721775
4711	1.644721820
4712	1.644721865
4713	1.644721910
4714	1.644721955
4715	1.644722000
4716	1.644722045
4717	1.644722090
4718	1.644722135
4719	1.644722180
4720	1.644722225
4721	1.644722270
4722	1.644722315
4723	1.644722359
4724	1.644722404
4725	1.644722449
4726	1.644722494
4727	1.644722539
4728	1.644722583
4729	1.644722628
4730	1.644722673
4731	1.644722717
4732	1.644722762
4733	1.644722807
4734	1.644722851
4735	1.644722896
4736	1.644722940
4737	1.644722985
4738	1.644723030
4739	1.644723074
4740	1.644723119
4741	1.644723163
4742	1.644723208
4743	1.644723252
4744	1.644723296
4745	1.644723341
4746	1.644723385
4747	1.644723430
4748	1.644723474
4749	1.644723518
4750	1.644723563
4751	1.644723607
4752	1.644723651
4753	1.644723696
4754	1.644723740
4755	1.644723784
4756	1.644723828
4757	1.644723872
4758	1.644723917
4759	1.644723961
4760	1.644724005
4761	1.644724049
4762	1.644724093
4763	1.644724137
4764	1.644724181
4765	1.644724225
4766	1.644724269
4767	1.644724313
4768	1.644724357
4769	1.644724401
4770	1.644724445
